code_insee;latitude;longitude
50571;49.387;-1.284
50572;49.429;-1.77
50574;48.603;-1.411
50575;49.593;-1.686
50576;49.56;-1.831
50577;49.424;-1.71
50578;49.482;-1.43
50579;49.522;-1.606
50580;49.539;-1.752
50582;48.713;-0.892
50584;48.753;-1.359
50585;49.453;-1.793
50587;49.362;-1.586
50588;49.542;-1.461
50589;48.585;-1.443
50590;48.804;-1.335
50591;48.541;-0.878
50592;48.963;-1.085
50593;49.592;-1.395
50594;49.583;-1.738
50596;49.648;-1.418
50597;48.724;-1.274
50598;49.671;-1.336
50599;49.579;-1.607
50601;49.032;-0.983
50603;49.051;-1.527
50604;49.538;-1.824
50606;49.209;-1.246
50607;48.788;-1.246
50609;49.405;-1.27
50610;49.449;-1.446
50612;48.676;-1.426
50613;49.648;-1.322
50615;49.513;-1.474
50616;48.662;-1.372
50617;49.338;-1.492
50618;49.671;-1.371
50619;49.618;-1.358
50621;49.517;-1.359
50624;49.083;-1.458
50626;48.896;-1.39
50628;48.715;-1.228
50629;49.246;-1.49
50633;49.633;-1.321
50634;49.567;-1.372
50637;48.965;-1.171
50639;48.834;-1.222
50641;49.161;-1.061
50643;49.569;-1.715
50647;48.844;-1.551
50648;49.496;-1.51
51001;48.81;4.531
51002;49.012;3.84
51003;49.043;4.22
51004;48.607;3.791
51005;48.762;3.816
51006;48.803;4.874
51007;49.087;4.172
51008;48.629;4.829
51009;48.587;3.818
51010;48.666;3.906
51012;49.139;3.735
51013;49.187;3.725
51014;49.225;3.689
51015;49.067;4.858
51016;48.607;4.695
51017;48.646;4.6
51018;49.007;4.126
51019;49.197;4.411
51020;49.213;3.856
51022;48.826;4.568
51023;48.997;4.207
51025;49.386;4.058
51027;49.029;4.687
51028;49.076;4.047
51029;48.973;4.005
51030;49.063;3.997
51031;49.164;4.338
51032;48.561;3.832
51033;48.975;3.796
51034;48.855;3.722
51035;48.792;3.926
51036;48.654;3.688
51037;49.325;3.714
51038;49.122;3.795
51039;48.834;4.693
51040;48.802;4.67
51041;48.579;3.768
51042;48.861;3.759
51043;49.37;4.174
51044;49.173;4.179
51045;48.877;3.885
51046;49.246;4.238
51047;48.944;4.979
51048;49.126;3.854
51049;48.873;4.008
51050;48.845;3.597
51051;49.365;3.987
51052;49.273;4.163
51053;49.16;4.802
51054;49.292;4.364
51055;49.296;4.06
51056;48.614;3.612
51057;48.832;4.884
51058;49.22;3.99
51059;48.681;4.609
51060;48.756;4.787
51061;49.108;4.233
51062;49.244;4.903
51065;48.722;4.518
51066;48.671;4.585
51068;48.732;4.777
51069;49.194;3.86
51070;48.847;3.642
51071;48.657;3.49
51072;49.198;3.896
51073;49.228;3.841
51074;49.382;4.141
51075;49.355;4.072
51076;49.052;3.838
51077;49.341;3.859
51078;49.087;4.364
51079;49.085;4.139
51080;48.586;4.568
51081;49.271;3.822
51082;49.094;4.822
51083;49.024;4.865
51084;48.579;4.392
51085;48.983;3.651
51086;49.302;3.766
51087;48.854;4.299
51088;49.339;4.037
51089;49.227;3.737
51090;48.789;3.871
51091;48.786;3.832
51092;48.761;3.757
51093;48.983;3.86
51094;48.742;4.706
51095;48.756;4.752
51097;49.059;4.532
51098;48.903;4.74
51099;48.803;4.251
51100;48.909;3.776
51101;49.304;4.145
51102;49.356;3.928
51103;48.606;3.686
51104;49.224;4.769
51105;49.254;4.11
51106;48.834;4.342
51107;48.895;4.103
51108;48.964;4.379
51109;49.285;3.92
51110;48.935;3.893
51111;49.182;3.826
51112;49.17;3.957
51113;48.888;3.766
51115;49.196;4.018
51116;48.772;3.564
51117;48.965;4.18
51118;49.268;3.958
51119;49.085;3.975
51120;49.156;3.826
51121;49.126;3.627
51122;48.78;4.679
51124;48.619;3.645
51125;48.58;4.481
51126;49.04;4.755
51127;48.634;3.818
51128;48.915;3.719
51129;48.801;3.658
51130;48.869;4.87
51132;48.965;4.997
51133;48.937;4.926
51134;48.662;4.516
51135;48.547;4.701
51136;49.103;3.766
51137;48.698;3.589
51138;49.04;4.945
51139;49.1;4.87
51140;49.16;3.868
51141;48.843;4.543
51142;48.998;3.916
51143;49.0;4.978
51144;48.744;4.92
51145;49.302;3.925
51146;48.886;4.244
51147;49.05;4.488
51148;48.818;4.442
51149;48.907;4.454
51150;49.003;4.151
51151;48.683;3.754
51152;49.151;4.061
51153;49.018;4.004
51154;48.83;4.083
51155;48.533;3.827
51156;48.661;4.642
51157;48.829;3.864
51158;48.827;3.968
51160;48.928;4.326
51161;49.047;4.18
51162;48.548;3.683
51163;48.87;3.818
51164;48.739;4.067
51165;48.738;3.912
51166;48.916;4.788
51167;48.739;4.392
51168;48.913;4.321
51169;48.574;4.436
51170;48.831;3.697
51171;49.377;3.905
51172;49.217;4.054
51173;49.109;3.912
51174;48.942;3.767
51175;48.923;3.608
51176;48.702;3.957
51177;49.226;3.911
51178;48.813;4.35
51179;48.904;4.623
51181;49.268;3.842
51182;48.618;3.933
51183;49.32;4.006
51184;48.68;4.509
51185;48.713;3.491
51186;48.825;3.83
51187;49.316;3.736
51188;49.189;3.912
51190;49.144;3.946
51191;49.14;4.783
51192;49.047;3.6
51193;48.977;4.519
51194;49.272;3.709
51195;48.766;4.578
51196;48.988;4.001
51197;49.069;4.661
51198;49.254;3.735
51199;49.127;3.826
51200;49.0;3.967
51201;49.13;3.777
51202;49.072;3.92
51203;49.064;4.448
51204;49.08;3.878
51205;49.039;4.394
51206;49.008;4.802
51208;48.88;4.575
51210;49.07;3.971
51211;49.066;4.824
51212;48.771;4.286
51213;49.124;4.794
51214;48.978;4.774
51215;48.733;4.738
51216;49.241;4.415
51217;49.062;3.645
51218;48.819;4.745
51219;48.573;4.618
51220;48.77;4.512
51222;48.998;5.004
51223;48.615;4.74
51224;48.692;4.687
51225;49.182;3.95
51226;48.808;4.027
51227;48.896;4.345
51228;49.042;4.861
51229;48.974;4.832
51230;49.037;3.931
51231;48.994;4.449
51232;49.287;4.233
51233;48.69;3.527
51234;48.554;3.65
51235;48.765;3.639
51236;48.665;3.553
51237;48.726;3.576
51238;48.892;3.853
51239;48.883;3.951
51240;48.763;4.809
51241;48.718;4.02
51242;48.946;4.309
51243;48.652;3.95
51244;48.782;4.379
51245;49.233;3.791
51246;48.719;4.717
51247;48.871;3.84
51248;48.771;4.017
51249;49.028;3.767
51250;49.306;3.679
51251;48.975;4.062
51252;49.103;3.886
51253;49.139;4.949
51254;48.632;3.677
51255;49.24;4.722
51256;49.092;4.067
51258;48.66;3.604
51259;48.879;4.541
51260;48.908;4.666
51262;48.701;4.595
51263;48.89;3.704
51264;48.81;3.603
51265;48.68;3.806
51266;49.119;4.032
51267;49.245;3.861
51268;48.886;4.178
51269;48.56;4.748
51270;48.61;4.589
51272;48.949;4.907
51273;48.892;3.916
51274;49.057;4.781
51275;48.705;4.5
51276;48.685;4.027
51277;48.601;4.761
51278;49.064;4.289
51279;48.588;3.859
51280;49.246;4.691
51281;48.969;3.96
51282;49.254;3.907
51283;49.114;4.744
51284;48.716;4.754
51285;48.745;4.167
51286;48.636;4.772
51287;49.086;3.944
51288;48.69;4.773
51289;48.799;4.829
51290;48.779;4.738
51291;49.332;3.914
51292;48.99;4.719
51293;49.328;4.267
51294;49.281;3.771
51295;48.692;4.493
51296;48.658;4.397
51298;49.007;3.715
51299;49.363;4.203
51300;48.645;4.687
51301;49.07;4.216
51302;48.987;4.087
51303;49.006;4.176
51304;48.895;3.658
51305;49.244;3.878
51306;48.765;3.497
51307;49.14;4.474
51308;49.286;3.818
51309;49.145;3.79
51310;49.212;3.928
51311;48.793;4.781
51312;49.016;4.275
51313;48.769;3.701
51314;49.207;3.732
51315;48.613;4.807
51316;48.635;4.726
51317;49.141;4.668
51318;49.311;4.187
51319;48.779;4.117
51320;49.054;3.777
51321;49.208;3.768
51322;48.589;4.531
51323;48.714;3.818
51324;48.734;3.856
51325;48.818;4.649
51326;49.106;4.313
51327;48.894;3.89
51328;48.75;4.541
51329;49.346;3.975
51333;49.16;4.082
51334;48.698;4.637
51336;49.114;4.82
51337;49.3;3.727
51338;49.155;4.112
51339;48.868;4.393
51340;48.737;4.467
51341;49.18;4.81
51342;48.982;3.938
51343;48.555;3.71
51344;49.055;3.923
51345;48.964;3.754
51346;49.074;3.744
51348;49.169;3.9
51349;48.555;4.544
51350;48.922;3.658
51351;48.662;3.847
51352;48.721;4.622
51353;48.611;3.852
51354;48.927;4.543
51355;49.194;4.738
51356;48.675;4.677
51357;48.984;4.244
51358;48.731;4.857
51359;48.85;3.525
51360;48.695;3.654
51361;48.64;4.441
51362;49.289;3.953
51363;48.762;4.658
51364;49.229;3.873
51365;49.221;3.961
51367;48.939;4.02
51368;49.179;4.696
51369;48.736;3.672
51370;49.14;4.898
51371;48.941;4.676
51372;48.918;4.449
51373;48.649;4.663
51374;48.79;3.764
51375;49.192;4.045
51376;48.599;3.594
51377;48.708;4.123
51378;48.997;3.937
51379;49.314;3.801
51380;48.88;3.56
51381;48.936;3.826
51382;49.256;3.676
51384;48.972;3.894
51386;48.802;3.548
51387;48.957;3.91
51388;49.133;4.387
51389;49.133;4.306
51390;49.015;3.924
51391;49.272;3.888
51392;49.076;4.019
51393;49.128;3.925
51395;48.632;3.554
51396;49.044;3.716
51397;48.968;4.894
51398;49.143;3.831
51399;49.13;4.852
51402;48.743;3.51
51403;49.246;4.16
51404;48.94;4.805
51406;48.672;4.623
51407;48.738;3.622
51409;48.872;4.284
51410;49.063;3.798
51412;48.696;3.907
51413;49.007;4.04
51414;49.146;3.759
51415;48.851;4.506
51416;48.943;3.7
51417;48.668;4.738
51418;49.238;3.958
51419;48.559;4.669
51420;48.765;4.688
51421;48.81;3.771
51422;49.219;3.922
51423;48.767;4.855
51424;49.022;5.002
51425;49.128;3.681
51426;48.736;3.78
51428;49.132;4.232
51429;49.318;3.851
51430;48.84;4.021
51431;49.019;3.949
51432;48.697;3.871
51433;48.741;4.672
51434;49.011;4.077
51435;48.941;4.147
51436;48.867;4.495
51437;49.216;3.813
51438;48.964;4.633
51439;49.336;4.148
51440;49.282;4.316
51441;48.755;4.718
51442;48.898;4.856
51443;48.585;3.647
51444;49.313;3.945
51445;49.15;3.907
51446;48.773;4.482
51447;49.2;4.305
51448;49.297;3.847
51449;49.214;4.175
51450;49.201;4.116
51451;48.659;3.756
51452;49.023;4.791
51453;48.999;4.323
51454;49.252;4.04
51455;48.722;4.668
51456;48.948;4.854
51457;49.085;3.813
51458;48.798;3.802
51459;48.749;3.456
51460;48.837;3.506
51461;49.163;4.046
51463;48.651;4.542
51464;49.33;3.757
51465;49.096;3.913
51466;49.173;3.769
51468;49.257;3.857
51469;48.944;4.09
51470;49.223;4.705
51471;49.198;3.953
51472;48.827;4.612
51473;48.681;3.476
51474;49.27;3.99
51475;48.63;4.546
51476;49.02;4.419
51477;49.384;4.101
51478;48.684;4.88
51479;49.213;3.884
51480;49.145;3.663
51482;48.892;4.462
51483;48.975;4.295
51484;49.282;3.677
51485;49.058;4.375
51486;49.172;4.449
51487;49.265;4.382
51488;49.107;3.985
51489;48.87;4.786
51490;48.897;4.585
51491;49.123;4.672
51492;48.548;3.772
51493;49.226;4.108
51495;48.735;3.821
51496;48.792;4.62
51497;48.729;4.805
51498;49.029;4.728
51499;48.954;4.104
51500;48.924;4.853
51501;49.239;4.508
51502;48.815;4.48
51503;49.244;4.376
51504;48.992;4.358
51505;49.311;4.25
51506;48.955;4.418
51507;49.087;4.943
51508;48.614;4.393
51509;48.94;4.246
51510;48.777;4.632
51511;48.617;3.744
51512;48.85;4.327
51513;48.613;4.649
51514;48.707;3.774
51515;49.06;4.588
51516;48.617;3.891
51517;49.245;4.465
51518;49.298;3.975
51519;49.191;4.867
51520;48.554;4.475
51521;48.697;4.822
51522;48.647;4.812
51523;49.202;3.83
51524;48.582;3.73
51525;48.927;4.415
51526;48.682;3.698
51527;49.253;3.794
51528;48.716;4.809
51529;49.297;4.282
51530;49.149;4.264
51531;48.778;4.907
51532;49.149;3.979
51533;49.208;4.846
51534;49.248;3.764
51535;48.724;3.724
51536;49.192;4.139
51537;49.001;4.892
51538;48.896;4.39
51539;48.817;4.808
51542;48.81;3.729
51543;49.088;4.717
51544;49.243;4.592
51545;48.734;4.213
51546;49.119;4.589
51547;49.098;4.66
51548;48.992;4.614
51549;48.944;4.741
51550;48.686;4.376
51551;48.606;4.497
51552;48.793;4.472
51553;49.187;4.574
51555;48.729;4.305
51556;48.833;4.199
51557;48.788;4.555
51558;48.904;3.934
51559;49.125;4.526
51560;48.954;3.73
51562;49.204;4.082
51563;48.832;3.743
51564;49.09;4.096
51565;48.639;3.872
51566;48.918;4.21
51567;48.693;4.73
51568;49.318;3.965
51569;49.259;3.945
51570;48.862;3.684
51571;49.184;4.228
51572;49.029;4.631
51573;49.25;3.988
51574;48.847;4.421
51576;49.052;4.129
51577;49.223;3.801
51578;48.867;4.088
51579;48.795;3.499
51580;49.109;4.182
51581;49.242;3.827
51582;49.298;3.89
51583;48.711;4.954
51584;49.206;4.039
51585;49.073;3.702
51586;49.287;3.746
51587;49.084;4.416
51588;49.078;4.763
51589;48.866;4.705
51590;48.842;4.783
51591;49.282;3.794
51592;49.114;3.725
51594;48.76;4.14
51595;48.824;4.242
51596;48.881;3.626
51597;49.051;3.881
51598;48.707;4.674
51599;49.088;4.244
51600;49.217;4.383
51601;48.794;4.705
51602;48.808;4.716
51603;48.892;4.138
51604;49.342;3.799
51605;49.089;3.841
51607;48.95;3.621
51608;48.852;4.832
51609;49.102;3.671
51610;49.061;4.901
51611;48.848;3.907
51612;48.908;3.98
51613;49.164;4.143
51614;49.144;4.161
51616;48.877;4.468
51617;49.037;4.334
51618;48.803;3.452
51619;48.983;4.925
51620;49.164;4.854
51621;49.196;4.925
51622;49.205;3.938
51623;49.123;4.079
51624;49.178;3.798
51625;48.77;3.436
51626;48.797;3.709
51627;48.919;4.062
51628;48.638;3.761
51629;49.163;4.018
51630;48.935;3.93
51631;49.192;3.993
51632;49.018;4.94
51633;49.33;3.95
51634;48.939;4.263
51635;48.82;4.856
51636;49.13;4.199
51638;48.844;4.144
51639;48.965;3.677
51640;49.198;4.786
51641;48.832;3.796
51642;48.575;3.677
51643;49.013;3.899
51644;49.096;3.639
51645;48.7;3.709
51646;49.167;4.759
51647;48.748;4.62
51648;48.835;4.433
51649;48.728;4.592
51650;49.043;4.801
51652;48.593;3.891
51654;48.686;4.844
51655;48.917;4.108
51656;49.034;4.245
51657;49.238;3.917
51658;48.85;4.91
51659;49.16;4.663
51660;49.349;4.238
51662;49.297;4.112
51663;49.056;3.966
52001;48.112;5.338
52002;48.013;5.726
52003;48.333;5.483
52004;48.456;5.277
52005;48.112;4.895
52006;48.564;4.886
52007;48.314;5.011
52008;48.236;5.286
52009;47.928;5.52
52011;48.201;5.088
52012;48.386;5.27
52013;47.845;5.661
52014;47.771;5.199
52015;47.861;5.611
52016;47.847;5.017
52017;47.948;5.022
52019;48.349;4.914
52021;48.535;4.944
52022;47.91;4.95
52023;47.779;5.107
52025;48.116;5.533
52027;47.739;5.173
52028;47.831;5.034
52029;48.472;5.149
52030;48.482;5.152
52031;48.126;4.977
52033;47.967;5.535
52034;48.454;4.906
52035;47.749;5.25
52037;47.901;5.392
52038;48.073;5.557
52039;48.395;4.968
52040;47.824;5.06
52042;47.918;5.248
52043;47.72;5.555
52044;48.297;5.258
52045;48.656;4.973
52047;48.316;4.861
52050;48.103;5.286
52051;47.84;5.636
52053;48.173;5.011
52055;48.38;5.082
52056;48.058;5.013
52057;48.354;4.864
52058;48.199;5.142
52059;47.954;5.481
52060;47.944;5.742
52061;48.176;5.339
52062;47.796;5.313
52063;48.186;5.554
52064;48.205;5.601
52065;48.316;4.95
52066;48.382;5.036
52067;48.175;5.592
52069;48.105;4.939
52070;47.798;5.283
52072;48.157;5.136
52074;48.085;5.61
52075;48.208;5.196
52076;48.086;4.986
52079;48.491;4.977
52082;47.961;5.089
52083;47.764;5.527
52084;48.332;5.345
52085;48.09;5.46
52087;48.102;5.027
52088;48.442;4.748
52089;47.912;5.552
52090;47.863;5.492
52091;48.309;5.079
52092;47.677;5.136
52093;47.793;5.443
52094;47.694;5.082
52095;48.23;5.502
52097;48.352;5.4
52099;48.608;5.051
52101;48.129;5.629
52102;47.895;5.347
52103;47.872;5.629
52104;48.675;4.98
52105;47.926;5.384
52106;47.921;5.284
52107;48.216;5.242
52108;47.92;5.354
52109;48.359;4.997
52110;48.384;4.996
52113;47.718;5.382
52114;48.029;4.932
52115;47.856;5.389
52116;47.851;5.449
52118;48.472;5.1
52119;47.822;5.501
52120;47.973;5.436
52121;48.098;5.141
52122;48.145;5.65
52123;48.531;5.144
52124;47.88;5.672
52125;48.102;5.19
52126;47.661;5.366
52127;48.053;5.572
52128;48.197;5.298
52129;48.334;4.936
52130;48.105;4.863
52131;48.453;5.39
52132;48.114;5.492
52133;48.195;5.45
52134;47.787;5.342
52135;47.909;5.66
52136;47.901;5.692
52137;47.772;4.94
52138;47.786;4.988
52140;48.246;4.92
52141;48.142;5.143
52142;48.165;5.411
52145;47.694;5.449
52146;47.977;4.94
52147;47.842;5.215
52149;48.413;4.941
52151;47.977;4.982
52155;47.829;5.443
52156;48.498;5.146
52157;48.256;4.952
52158;47.625;5.353
52159;48.095;5.434
52160;48.297;4.937
52161;48.073;5.508
52162;47.98;5.586
52163;47.958;5.4
52164;47.949;5.641
52165;47.934;4.88
52167;48.168;5.223
52168;48.038;4.807
52169;48.466;5.002
52170;47.689;5.353
52171;48.425;4.952
52172;48.401;4.914
52173;48.359;5.253
52174;48.14;5.585
52175;48.353;5.162
52177;48.315;5.204
52178;48.371;4.917
52179;48.45;4.951
52181;48.464;5.312
52182;48.575;4.832
52183;48.208;5.397
52184;48.494;5.263
52185;47.919;5.866
52187;48.378;5.332
52189;47.69;5.217
52190;48.133;5.349
52193;48.129;5.044
52194;48.578;5.03
52195;47.697;5.681
52196;47.954;5.226
52197;47.787;5.605
52198;48.475;5.038
52199;48.399;5.075
52200;47.787;5.245
52201;48.36;5.045
52203;48.558;5.116
52204;48.151;5.369
52205;48.022;5.167
52206;48.52;4.833
52207;47.949;5.453
52208;47.94;5.834
52211;48.3;5.14
52212;48.401;5.134
52213;47.723;5.603
52214;48.277;5.056
52216;47.799;5.028
52217;48.115;5.64
52218;48.408;5.371
52219;48.391;5.369
52220;47.906;5.055
52221;48.154;4.997
52222;48.469;5.346
52223;47.69;5.633
52227;48.169;5.646
52228;47.723;5.446
52229;47.708;5.494
52230;48.336;5.121
52231;48.455;5.04
52232;48.298;4.98
52233;47.859;5.709
52234;48.158;5.581
52235;48.648;4.871
52237;48.267;5.621
52240;47.752;5.396
52242;47.845;5.534
52243;48.16;5.533
52244;48.58;4.922
52245;48.292;5.38
52246;47.904;5.304
52247;48.216;5.553
52248;48.034;5.447
52249;47.638;5.306
52250;48.434;5.123
52251;48.152;5.074
52253;48.193;4.985
52254;48.208;4.961
52256;48.305;5.492
52257;47.834;5.696
52258;48.094;4.775
52260;48.211;5.116
52264;47.934;5.668
52265;48.55;5.069
52266;48.472;4.878
52267;48.624;4.864
52269;47.859;5.339
52271;48.088;5.369
52272;48.024;4.748
52273;48.024;5.718
52274;47.986;4.843
52275;47.916;5.576
52276;48.09;5.24
52277;48.037;5.516
52278;48.163;4.934
52280;47.864;5.432
52282;47.981;5.142
52284;48.337;5.032
52285;47.728;5.215
52286;48.337;5.38
52287;48.136;5.561
52288;48.428;5.392
52289;48.291;5.543
52290;47.773;5.485
52291;48.126;5.442
52292;47.76;5.319
52294;48.543;4.892
52295;48.028;5.284
52297;48.057;5.2
52298;47.706;5.434
52300;48.51;5.008
52301;48.132;5.534
52302;48.492;5.067
52303;47.835;5.608
52304;48.155;5.605
52305;48.069;5.334
52306;48.266;5.375
52307;47.934;5.172
52308;48.135;4.866
52310;48.263;5.022
52311;47.887;5.548
52312;47.884;5.21
52313;48.174;5.262
52315;48.011;5.233
52316;48.415;5.038
52318;47.893;5.819
52319;48.103;5.412
52320;48.053;5.593
52321;48.425;4.884
52322;48.188;5.062
52325;48.142;5.424
52326;48.29;5.041
52327;48.617;4.887
52328;47.9;5.728
52330;48.18;4.903
52331;48.488;4.787
52332;48.007;5.534
52335;48.285;5.296
52336;48.476;4.956
52337;48.46;5.235
52341;48.43;5.003
52342;48.375;5.411
52344;47.693;5.107
52346;48.379;5.127
52347;48.58;5.099
52348;47.919;5.439
52349;48.038;5.129
52350;47.863;5.786
52352;48.072;5.438
52353;48.038;5.365
52354;47.792;5.378
52355;47.823;5.257
52356;48.437;5.072
52357;48.417;5.251
52358;48.061;5.485
52359;48.37;4.815
52360;47.604;5.272
52362;47.885;5.462
52363;47.883;5.422
52364;47.774;5.271
52365;48.078;4.935
52366;47.906;5.179
52367;48.226;5.059
52369;48.311;5.415
52370;48.498;5.201
52371;48.225;5.089
52372;48.216;5.691
52373;48.17;5.472
52374;47.786;5.412
52375;47.767;5.417
52376;48.477;5.282
52377;48.025;5.66
52378;48.515;5.248
52380;47.878;5.376
52383;47.857;5.275
52384;47.805;5.202
52385;48.097;5.478
52386;48.663;4.815
52388;47.804;5.661
52390;47.833;5.74
52391;48.513;4.789
52392;47.893;5.492
52393;47.716;5.008
52394;47.75;5.604
52395;47.708;4.979
52396;47.992;5.38
52397;47.923;5.491
52398;48.424;5.216
52399;48.082;4.871
52400;47.974;5.64
52401;48.049;5.256
52403;47.736;5.105
52405;47.688;5.292
52406;47.747;5.67
52407;48.276;5.503
52411;48.489;4.687
52413;48.455;4.97
52414;48.519;5.092
52415;47.941;5.559
52416;48.043;5.486
52419;48.164;4.859
52420;48.3;5.339
52421;48.173;5.169
52422;48.01;5.06
52423;48.248;5.35
52424;47.741;5.451
52425;47.65;5.227
52426;48.274;4.869
52428;48.226;5.212
52429;48.6;5.012
52431;47.849;5.12
52432;47.951;5.309
52433;48.186;5.513
52436;48.329;5.076
52437;47.803;5.088
52438;47.81;5.573
52439;47.861;4.988
52440;48.36;5.11
52442;48.422;5.131
52443;48.436;5.272
52444;48.251;5.417
52445;47.728;5.419
52446;47.714;5.268
52447;47.881;5.256
52448;48.628;4.949
52449;47.828;5.317
52450;47.88;5.079
52452;47.897;5.26
52453;47.849;5.415
52455;48.2;5.576
52456;48.396;5.196
52457;47.835;5.402
52459;48.057;5.298
52461;48.002;5.425
52463;48.495;5.321
52464;47.701;5.528
52465;47.955;5.58
52467;47.718;5.644
52468;48.251;5.464
52469;48.064;5.054
52470;47.997;5.751
52472;48.21;5.029
52473;48.266;5.267
52474;48.062;4.794
52475;48.504;5.038
52476;48.224;5.652
52479;48.41;4.833
52480;48.249;5.092
52482;48.195;5.694
52483;47.87;5.694
52484;48.442;5.182
52486;47.914;5.128
52487;48.434;4.791
52488;47.987;5.3
52489;48.147;5.479
52490;48.462;5.187
52491;48.42;5.314
52492;47.815;5.469
52493;47.694;5.599
52494;48.142;5.214
52495;48.379;4.775
52497;48.543;5.008
52499;47.715;5.155
52500;48.611;4.912
52502;48.488;5.01
52503;47.698;5.66
52504;47.896;5.611
52505;48.208;5.647
52506;48.132;4.91
52507;47.882;5.14
52510;48.469;4.968
52511;48.371;5.208
52512;48.46;5.135
52513;47.834;5.724
52514;48.076;5.188
52515;47.761;5.285
52516;47.77;5.292
52517;48.285;5.444
52518;48.0;5.264
52519;47.695;5.171
52520;47.927;5.61
52522;48.24;5.159
52523;48.272;5.312
52524;48.276;5.09
52525;48.07;4.719
52526;47.744;4.999
52528;48.441;4.952
52529;47.731;5.313
52534;48.668;4.906
52535;48.102;5.072
52536;47.752;5.22
52538;47.978;5.196
52539;47.759;5.444
52540;47.826;5.093
52541;47.987;5.344
52542;47.737;5.064
52543;48.502;4.863
52544;47.879;5.764
52545;47.857;5.181
52546;47.717;5.673
52547;48.263;5.158
52548;48.232;5.12
52549;48.146;5.513
52550;48.5;4.931
53001;48.024;-0.873
53002;48.232;-0.736
53003;48.423;-0.624
53005;48.177;-0.793
53007;48.091;-0.632
53008;48.304;-0.55
53009;47.986;-0.588
53010;48.156;-0.319
53011;47.962;-0.846
53012;47.882;-0.937
53013;48.355;-0.21
53015;48.175;-0.9
53016;48.253;-0.357
53017;47.937;-0.416
53018;47.904;-1.059
53019;47.985;-0.351
53021;48.271;-0.584
53022;48.007;-0.505
53023;48.186;-0.601
53025;48.026;-0.593
53026;47.992;-0.988
53027;47.908;-0.441
53028;48.252;-0.56
53029;47.807;-0.533
53030;47.951;-0.626
53031;48.223;-0.796
53033;47.772;-0.979
53034;48.068;-0.698
53035;47.806;-0.985
53036;47.861;-0.485
53037;47.872;-0.393
53038;48.426;-0.139
53039;48.164;-0.978
53040;48.16;-1.045
53041;47.884;-1.176
53042;48.39;-0.771
53043;48.156;-0.518
53045;48.09;-0.973
53046;47.919;-0.501
53047;48.389;-0.9
53048;48.232;-0.869
53049;48.16;-0.646
53051;48.356;-0.513
53052;48.433;-0.104
53053;48.294;-0.376
53054;48.108;-0.8
53055;48.413;-0.56
53056;48.132;-0.66
53057;48.316;-0.433
53058;47.902;-0.908
53059;48.097;-0.528
53061;48.414;-0.407
53062;47.829;-0.739
53063;47.807;-0.596
53064;48.336;-0.758
53066;47.778;-0.766
53067;47.974;-0.446
53068;47.801;-0.927
53069;48.438;-0.401
53071;48.388;-0.847
53072;48.235;-0.62
53073;47.803;-1.125
53074;48.26;-0.69
53075;47.918;-0.87
53076;47.965;-0.324
53077;47.946;-0.935
53078;47.791;-0.638
53079;48.448;-0.71
53080;48.482;-0.291
53082;47.987;-0.888
53083;48.304;-0.254
53084;47.845;-0.943
53085;48.383;-0.266
53086;48.197;-1.042
53087;47.954;-0.492
53088;47.966;-1.115
53089;47.758;-0.628
53090;47.881;-0.883
53091;48.474;-0.876
53093;48.448;-0.968
53094;47.993;-0.715
53096;48.304;-0.936
53097;48.152;-0.389
53098;47.914;-1.14
53099;48.029;-0.704
53100;48.483;-0.946
53101;47.872;-0.668
53102;47.94;-1.112
53103;48.104;-0.895
53104;47.844;-0.586
53105;48.15;-0.594
53106;48.376;-0.164
53107;48.422;-0.802
53108;48.081;-1.024
53109;48.286;-0.476
53110;47.87;-0.538
53111;48.359;-0.614
53112;48.374;-0.353
53113;48.254;-0.426
53114;48.341;-0.406
53115;48.423;-0.861
53116;48.39;-0.463
53117;47.911;-0.745
53118;48.471;-0.537
53119;48.017;-0.766
53120;48.225;-0.301
53121;48.421;-0.331
53122;48.246;-0.498
53123;48.236;-1.022
53124;47.845;-0.835
53125;48.479;-1.039
53126;48.349;-1.003
53127;48.442;-0.499
53128;47.948;-1.071
53129;48.133;-1.012
53130;48.061;-0.766
53131;48.451;-0.794
53132;48.419;-0.907
53133;48.529;-0.212
53134;48.112;-0.463
53135;47.889;-0.993
53136;47.868;-0.737
53137;48.063;-0.919
53139;48.332;-0.352
53140;48.126;-0.712
53141;48.055;-0.635
53142;48.47;-0.376
53143;47.968;-0.66
53144;48.325;-0.481
53145;47.858;-0.799
53146;48.203;-0.661
53147;48.308;-0.615
53148;47.802;-0.866
53150;47.764;-0.688
53151;47.952;-1.015
53152;47.947;-0.559
53153;48.2;-0.45
53154;48.381;-0.98
53155;48.279;-0.892
53156;48.17;-0.726
53157;48.013;-0.817
53158;48.008;-0.942
53160;48.386;-0.536
53161;48.134;-0.552
53162;48.265;-0.621
53163;48.17;-0.475
53164;48.49;-0.326
53165;47.847;-1.0
53168;47.98;-0.779
53169;48.121;-0.935
53170;48.362;-0.667
53172;47.952;-0.735
53173;48.505;-0.297
53174;48.323;-0.647
53175;48.01;-0.665
53176;48.422;-0.695
53177;48.32;-1.034
53178;47.889;-0.813
53179;48.264;-0.776
53180;47.828;-0.9
53181;48.434;-1.065
53182;48.121;-0.964
53184;47.937;-0.465
53185;48.447;-0.197
