code_insee;latitude;longitude
17449;45.963;-0.874
17450;45.961;-0.638
17451;45.908;-0.266
17452;45.76;-1.191
17453;45.882;-0.904
17454;45.355;-0.408
17455;45.891;-0.846
17457;46.053;-0.754
17458;45.359;-0.299
17459;45.923;-0.427
17460;45.7;-0.743
17461;45.645;-1.058
17462;45.788;-0.549
17463;45.974;-0.986
17464;46.07;-0.515
17465;45.971;-0.567
17466;46.197;-0.973
17467;45.97;-0.445
17468;45.351;-0.34
17469;45.604;-0.629
17470;45.797;-0.436
17471;46.065;-0.323
17472;46.243;-1.073
17473;45.994;-0.308
17474;46.095;-0.49
17476;45.379;-0.44
17477;45.984;-0.152
17478;46.034;-0.212
17479;45.538;-0.729
17480;46.139;-0.885
17481;45.947;-0.602
17482;46.152;-0.797
17483;46.039;-1.034
17484;45.942;-1.072
17485;45.862;-1.243
17486;46.008;-1.351
18001;47.283;2.459
18002;46.664;2.544
18003;47.193;2.562
18004;47.234;2.307
18005;47.178;2.241
18006;46.969;2.543
18007;46.911;3.019
18008;46.962;2.336
18009;46.676;2.426
18010;46.645;2.352
18011;47.563;2.43
18012;47.141;2.992
18013;46.792;2.568
18014;47.431;2.75
18015;47.486;2.421
18016;47.219;2.586
18017;46.783;2.857
18018;47.032;2.666
18019;47.192;2.71
18020;47.383;2.873
18021;46.807;2.728
18022;47.494;2.623
18023;47.071;2.716
18024;46.608;2.21
18025;47.093;3.001
18026;47.502;2.846
18027;47.0;2.732
18028;47.131;2.296
18029;46.748;2.775
18030;47.535;2.542
18031;46.882;2.731
18032;47.432;2.885
18033;47.075;2.404
18034;46.705;2.47
18035;47.13;2.63
18036;47.164;2.112
18037;47.568;2.226
18038;46.776;2.429
18039;47.31;2.794
18040;46.897;2.621
18041;46.638;2.523
18042;46.771;2.459
18043;46.789;2.177
18044;47.111;2.106
18045;46.86;2.702
18046;46.778;2.334
18047;47.371;2.44
18048;46.896;2.954
18049;47.178;2.986
18050;47.058;2.319
18051;47.334;2.599
18052;46.743;2.653
18053;47.142;2.87
18054;46.902;2.763
18055;46.991;2.128
18056;47.044;2.833
18057;46.555;2.207
18058;46.866;2.34
18059;46.628;2.293
18060;46.842;2.75
18061;47.143;2.78
18062;46.985;2.964
18063;46.864;2.402
18064;47.116;2.026
18065;46.832;2.111
18066;46.974;2.185
18067;47.563;2.331
18068;46.851;2.644
18069;46.7;2.557
18070;47.492;2.57
18071;46.858;2.496
18072;46.956;2.733
18073;46.892;2.298
18074;47.284;2.927
18075;47.022;3.038
18076;46.684;2.599
18077;47.109;2.828
18078;46.814;2.343
18079;47.304;2.748
18080;46.93;2.829
18081;47.008;2.568
18082;46.969;3.038
18083;46.546;2.356
18084;47.456;2.574
18085;47.183;1.941
18086;46.698;2.523
18087;46.892;2.561
18088;47.423;2.41
18089;46.571;2.556
18090;47.16;2.716
18091;46.758;2.411
18092;47.066;2.641
18093;46.637;2.46
18094;47.229;2.867
18095;46.962;2.8
18096;47.18;2.155
18097;47.141;2.426
18098;47.26;2.824
18099;47.088;2.883
18100;47.191;1.885
18101;46.915;2.882
18102;46.833;2.808
18103;47.141;1.857
18104;47.206;2.812
18105;47.116;2.737
18106;46.872;2.936
18107;46.69;2.513
18108;46.952;2.945
18109;47.298;2.536
18110;47.228;2.942
18111;47.262;2.648
18112;46.714;2.258
18113;46.958;2.864
18114;46.769;2.276
18115;47.355;2.51
18116;47.229;2.778
18117;47.391;2.667
18118;47.046;3.003
18119;46.991;2.646
18120;47.121;2.943
18121;46.905;2.662
18122;46.921;2.296
18124;47.067;2.077
18125;47.466;2.873
18126;46.93;2.392
18127;46.762;2.205
18128;47.077;2.125
18129;46.974;2.387
18130;46.633;2.402
18132;47.178;2.828
18133;46.938;2.258
18134;47.135;2.064
18135;46.648;2.22
18136;46.696;2.353
18137;46.879;2.163
18138;47.089;2.271
18139;47.07;2.994
18140;47.155;1.986
18141;47.136;2.22
18142;46.781;2.507
18143;47.042;2.936
18144;47.348;2.752
18145;47.242;2.49
18146;47.318;2.867
18147;47.449;2.289
18148;47.179;2.052
18149;47.309;2.379
18150;47.248;1.994
18151;47.228;2.688
18152;46.807;2.247
18153;46.727;2.317
18154;47.054;2.865
18155;46.816;3.011
18156;47.257;2.596
18157;47.044;2.272
18158;47.094;2.528
18159;47.367;2.176
18160;47.004;2.838
18161;46.802;2.783
18162;47.306;2.656
18163;47.281;2.689
18164;46.86;3.02
18165;47.322;2.271
18166;47.09;2.581
18167;47.134;1.912
18168;47.364;2.666
18169;46.735;2.421
18170;47.453;2.513
18171;46.71;2.414
18172;46.722;2.467
18173;46.939;2.658
18174;47.063;2.506
18175;46.921;2.79
18176;47.242;2.538
18177;46.851;2.556
18178;46.633;2.574
18179;47.164;2.444
18180;47.008;2.436
18181;47.032;2.148
18182;47.032;2.089
18183;46.8;2.638
18184;47.09;2.929
18185;47.387;2.323
18186;47.095;2.164
18187;46.453;2.253
18188;46.907;2.213
18189;47.224;2.445
18190;47.13;2.156
18191;46.972;2.69
18192;46.59;2.342
18193;46.672;2.175
18194;47.185;2.62
18195;46.86;2.829
18196;46.755;2.822
18197;46.726;2.52
18198;46.936;2.124
18199;46.851;2.205
18200;47.271;2.892
18201;46.971;2.299
18202;47.219;2.636
18203;46.583;2.389
18204;46.933;2.519
18205;47.111;2.357
18206;47.169;2.331
18207;46.991;2.254
18208;47.4;2.821
18209;46.683;2.481
18210;47.22;1.95
18211;47.186;2.421
18212;46.889;2.451
18213;47.108;2.479
18214;47.201;2.003
18215;47.024;2.902
18216;46.738;2.13
18217;46.596;2.242
18218;46.988;2.502
18219;47.242;2.185
18220;47.115;2.999
18221;46.826;2.382
18223;47.21;2.382
18224;47.173;2.935
18225;46.569;2.288
18226;47.143;2.481
18227;47.502;2.322
18228;47.14;1.811
18229;47.249;2.411
18230;46.672;2.283
18231;46.734;2.594
18232;46.449;2.184
18233;47.346;2.854
18234;46.506;2.24
18235;47.142;2.551
18236;46.807;2.304
18237;47.078;2.207
18238;46.539;2.529
18240;47.163;2.9
18241;47.326;2.822
18242;46.825;2.914
18243;47.503;2.759
18244;46.968;2.113
18245;46.602;2.492
18246;47.444;2.798
18247;47.046;2.568
18248;46.952;2.44
18249;47.334;2.689
18250;46.882;2.38
18251;47.138;2.823
18252;46.512;2.315
18253;47.18;2.515
18254;47.031;2.488
18255;47.018;2.31
18256;47.396;2.752
18257;47.483;2.845
18258;47.372;2.804
18259;47.46;2.711
18260;46.98;2.82
18261;46.822;2.67
18262;47.301;2.873
18263;47.262;1.939
18264;47.422;2.672
18265;47.01;2.984
18266;46.715;2.21
18267;47.02;2.366
18268;46.824;2.457
18269;47.456;2.651
18270;46.773;2.378
18271;47.161;2.386
18272;47.266;2.756
18273;46.847;2.282
18274;47.349;2.811
18275;46.874;2.877
18276;46.767;2.709
18277;46.821;2.601
18278;46.553;2.439
18279;47.237;2.079
18280;47.184;2.47
18281;47.208;2.18
18282;47.102;2.679
18283;46.821;2.195
18284;47.418;2.599
18285;47.028;2.223
18286;47.078;2.791
18287;47.282;2.832
18288;46.94;2.473
18289;46.966;2.595
18290;47.272;2.216
19001;45.508;1.768
19002;45.613;2.392
19003;45.147;1.677
19004;45.141;1.814
19005;45.256;1.469
19006;45.564;2.218
19007;44.98;1.869
19008;45.532;2.085
19009;45.31;1.804
19010;45.101;1.934
19011;45.411;1.362
19012;44.952;1.83
19013;45.186;1.686
19014;45.2;2.139
19015;45.254;1.324
19016;45.342;1.815
19017;45.025;1.869
19018;45.2;2.067
19019;44.981;1.828
19020;45.424;1.791
19021;45.649;2.222
19022;45.523;1.468
19023;45.132;1.73
19024;45.368;1.419
19025;45.402;1.304
19026;44.942;1.777
19027;45.526;1.986
19028;45.393;2.492
19029;45.008;1.708
19030;45.177;1.333
19031;45.144;1.519
19033;45.59;1.93
19034;44.993;1.995
19035;45.314;1.342
19036;45.602;1.72
19037;45.427;1.709
19038;45.248;1.706
19039;45.307;1.998
19040;45.189;1.938
19041;45.27;1.817
19042;45.312;1.623
19043;45.144;1.627
19044;44.983;1.719
19045;45.049;1.948
19046;45.358;2.052
19047;45.058;1.434
19048;45.175;1.733
19049;45.083;1.468
19050;45.019;1.671
19051;45.455;1.88
19052;45.619;2.099
19053;45.566;2.252
19054;45.061;1.824
19055;45.453;2.308
19056;45.276;1.957
19057;45.066;1.653
19058;45.469;2.165
19059;45.36;1.338
19060;45.482;1.599
19061;45.214;1.697
19062;45.366;1.871
19063;45.131;1.586
19064;45.672;2.345
19065;45.646;2.344
19066;45.156;1.306
19067;45.004;1.755
19068;45.164;1.638
19069;45.174;2.081
19070;45.424;2.113
19071;45.491;2.076
19072;45.231;1.526
19073;45.422;2.036
19074;45.658;1.796
19075;45.241;1.899
19076;45.399;1.595
19077;45.031;1.459
19078;45.319;1.495
19079;45.469;1.645
19080;45.677;2.424
19081;45.327;1.943
19082;45.263;1.67
19083;45.684;2.479
19084;45.159;1.865
19085;45.304;1.842
19086;45.02;2.094
19087;45.547;1.9
19088;45.488;1.93
19089;45.215;2.003
19090;45.22;1.962
19091;45.092;1.992
19093;45.089;1.555
19094;45.323;1.292
19095;45.643;1.833
19096;45.23;1.825
19097;45.293;2.077
19098;45.186;1.818
19099;45.084;1.696
19100;45.355;1.624
19101;45.24;1.787
19102;45.373;2.172
19103;45.675;2.386
19104;45.541;1.58
19105;45.118;1.64
19106;45.297;2.159
19107;45.114;1.42
19108;45.707;2.499
19109;45.34;1.372
19110;45.308;2.24
19111;45.254;2.142
19112;45.541;1.864
19113;45.405;2.323
19114;45.614;2.302
19115;45.049;1.618
19116;44.938;1.808
19117;45.11;1.46
19118;45.47;1.731
19119;45.068;1.775
19120;45.217;1.271
19121;45.454;1.4
19122;45.468;1.797
19123;45.176;1.584
19124;45.16;1.382
19125;45.253;2.034
19126;45.033;1.738
19128;45.456;2.416
19129;45.542;1.52
19130;45.47;2.127
19131;45.547;1.636
19132;45.106;1.793
19133;45.012;1.952
19134;45.625;2.458
19135;45.493;2.318
19136;45.554;2.14
19137;45.404;1.86
19138;45.05;1.684
19139;45.646;2.089
19140;45.072;1.889
19141;45.65;2.489
19142;45.496;2.49
19143;45.346;2.016
19144;45.509;1.421
19145;45.379;2.101
19146;45.315;1.751
19147;45.056;1.502
19148;45.371;2.259
19149;45.11;1.844
19150;45.083;1.617
19151;45.099;1.518
19152;45.02;1.809
19153;45.263;1.413
19154;45.341;1.462
19155;45.375;1.805
19156;45.164;1.698
19157;45.434;2.207
19158;45.221;1.859
19159;45.472;2.025
19160;45.575;2.004
19161;45.214;1.327
19162;45.337;1.553
19163;45.083;1.76
19164;45.71;2.037
19165;45.506;1.694
19166;45.428;1.65
19167;45.536;2.498
19168;45.511;1.91
19169;45.026;1.772
19170;44.964;1.768
19171;45.02;1.904
19172;45.527;1.691
19173;45.173;2.19
19174;45.199;1.964
19175;45.428;2.38
19176;45.388;2.011
19177;45.287;1.308
19178;45.274;1.55
19179;45.04;1.641
19180;45.494;2.232
19181;45.433;1.833
19182;45.236;1.388
19184;45.054;1.724
19186;45.158;1.917
19187;45.293;1.359
19188;45.3;1.526
19189;45.055;2.052
19190;45.507;2.426
19191;45.092;1.412
19192;45.127;1.899
19193;45.089;2.1
19194;45.331;1.687
19195;45.251;1.356
19196;45.279;1.384
19198;45.455;1.278
19199;45.566;2.45
19200;45.451;2.349
19201;45.511;2.37
19202;45.227;1.589
19203;45.207;1.763
19204;45.556;2.378
19205;45.082;2.059
19206;45.608;2.214
19207;45.267;1.621
19208;45.324;2.115
19209;45.598;1.821
19210;45.346;2.208
19211;45.21;1.642
19212;45.083;1.833
19213;45.393;1.649
19214;45.124;2.146
19215;45.002;2.064
19216;45.458;1.321
19217;45.034;1.709
19219;45.433;2.346
19220;45.272;1.886
19221;45.127;1.969
19222;45.171;1.995
19223;45.443;1.482
19225;45.248;2.096
19226;45.623;2.032
19227;45.29;1.676
19228;45.32;2.202
19229;45.147;1.432
19230;45.443;1.455
19231;45.249;1.969
19232;45.613;2.331
19233;45.602;2.272
19234;45.3;1.582
19235;45.206;1.898
19236;45.309;1.894
19237;45.137;2.077
19238;45.654;2.274
19239;45.254;1.295
19240;45.391;1.766
19241;45.697;2.117
19242;45.306;1.404
19243;45.374;1.371
19244;45.613;2.142
19245;45.181;1.888
19246;45.21;1.464
19247;45.466;2.386
19248;45.449;1.519
19249;45.455;1.97
19250;45.502;1.534
19251;45.412;1.931
19252;45.431;2.468
19253;45.277;1.262
19254;45.428;1.304
19255;45.367;1.723
19256;45.351;2.325
19257;45.098;1.733
19258;45.14;2.022
19259;45.048;2.017
19260;44.978;1.8
19261;45.669;2.18
19262;45.546;1.727
19263;45.446;2.064
19264;45.262;2.204
19265;45.673;1.956
19266;45.507;2.458
19268;45.645;1.93
19269;45.552;1.801
19270;45.397;1.448
19271;45.05;1.784
19272;45.273;1.763
19273;45.061;1.571
19274;45.19;1.513
19275;45.55;2.304
19276;45.424;1.565
19277;45.475;2.282
19278;45.189;1.434
19279;45.261;1.373
19280;44.982;1.751
19281;45.501;1.838
19283;45.489;2.396
19284;45.618;1.887
19285;45.379;1.519
19286;45.328;1.401
19287;45.373;1.933
19288;45.293;1.44
19289;45.204;1.384
21001;47.125;4.986
21002;47.287;4.763
21003;47.371;5.021
21004;47.672;4.751
21005;47.173;5.169
21006;47.748;4.578
21007;47.394;4.279
21008;47.536;4.488
21009;47.19;4.421
21010;47.068;4.861
21011;47.639;4.627
21012;47.81;4.503
21013;47.334;4.823
21014;47.176;4.749
21015;47.101;4.56
21016;47.376;5.196
21017;47.14;4.838
21018;47.275;4.824
21020;47.216;4.461
21021;47.338;5.2
21022;47.069;5.025
21023;47.128;4.48
21024;47.437;4.499
21025;47.69;4.328
21026;47.713;4.293
21027;47.387;5.045
21028;47.225;5.362
21029;47.562;4.258
21030;47.13;4.734
21031;47.128;5.165
21032;46.988;4.596
21033;47.301;4.643
21034;47.993;4.622
21035;47.059;5.108
21036;47.13;4.619
21037;46.985;4.731
21038;47.189;5.414
21039;47.587;5.031
21040;47.368;4.633
21041;47.617;5.008
21042;47.05;5.073
21043;47.601;4.652
21044;47.82;4.443
21045;47.252;4.74
21046;47.146;4.302
21047;47.528;4.225
21048;47.209;5.06
21049;47.616;4.962
21050;46.99;4.682
21051;47.348;4.794
21052;47.726;4.733
21053;47.462;5.348
21054;47.026;4.838
21055;47.681;4.716
21056;47.418;5.213
21057;47.238;5.261
21058;47.952;4.639
21059;47.38;5.064
21060;47.358;5.274
21061;47.695;4.645
21062;47.287;4.546
21063;47.693;4.936
21064;47.577;4.395
21065;47.087;4.742
21066;47.103;4.605
21067;47.145;5.148
21068;47.232;4.43
21069;47.356;4.496
21070;47.182;4.84
21071;47.466;5.279
21072;47.384;5.335
21074;47.142;5.42
21075;47.553;4.734
21076;47.325;5.269
21077;47.912;4.707
21078;47.843;4.426
21079;47.44;5.355
21080;47.369;4.735
21081;47.361;4.767
21082;47.303;4.46
21083;47.179;4.236
21084;47.489;4.697
21085;47.448;4.74
21086;46.983;4.83
21087;47.115;4.683
21088;47.138;4.998
21089;47.086;5.142
21090;47.93;4.833
21091;47.201;4.678
21092;47.135;4.771
21093;47.9;4.468
21094;47.509;5.292
21095;46.994;5.253
21096;47.626;5.206
21097;47.361;4.541
21098;47.473;4.644
21099;47.054;4.772
21100;47.463;4.505
21101;47.411;4.419
21102;47.172;4.276
21103;47.138;5.212
21104;47.73;4.609
21105;47.308;5.184
21106;47.236;5.103
21107;47.394;5.1
21108;47.412;4.374
21109;47.906;4.67
21110;47.239;4.956
21111;47.411;5.168
21112;47.086;5.104
21113;47.196;5.04
21114;47.657;4.275
21115;47.817;4.577
21116;47.732;4.911
21117;47.739;4.652
21118;47.663;4.98
21119;47.661;4.961
21120;47.227;4.7
21121;47.357;4.714
21122;47.576;4.523
21123;47.808;4.956
21124;47.198;4.336
21125;47.856;4.489
21126;47.283;5.229
21127;47.477;5.06
21128;47.273;4.477
21129;47.795;4.919
21130;47.283;5.272
21131;47.022;5.169
21132;47.228;4.903
21133;47.187;4.944
21134;47.783;4.541
21135;47.441;5.407
21136;47.462;4.768
21137;47.555;4.348
21138;47.182;5.3
21139;47.273;4.156
21140;47.051;4.568
21141;47.4;4.68
21142;47.525;4.74
21143;47.891;4.32
21144;47.42;4.67
21145;47.434;4.421
21146;47.372;5.35
21147;47.332;4.426
21148;47.099;5.154
21149;47.952;4.54
21150;46.932;4.727
21151;47.474;4.445
21152;47.219;4.652
21153;47.238;4.488
21154;47.858;4.592
21155;47.162;4.644
21156;47.179;4.643
21157;47.746;4.95
21158;47.581;5.362
21159;47.881;4.823
21160;47.632;4.574
21161;47.934;4.593
21162;47.127;4.907
21163;47.558;5.286
21164;47.183;4.582
21165;47.732;4.552
21166;47.293;5.005
21167;47.39;5.381
21168;47.391;4.654
21169;47.159;4.834
21170;46.969;4.982
21171;47.3;5.137
21172;46.968;5.091
21173;47.05;4.87
21175;47.303;5.31
21176;47.29;4.606
21177;47.387;4.422
21178;47.255;4.885
21179;47.414;5.114
21180;47.296;5.502
21181;47.192;4.487
21182;47.172;4.838
21183;47.225;5.292
21184;47.168;4.675
21185;46.992;4.903
21186;47.103;4.918
21187;47.25;4.653
21189;47.011;5.009
21190;46.945;4.797
21191;47.169;5.083
21192;47.304;4.942
21193;46.988;5.011
21194;47.082;4.935
21195;46.976;4.641
21196;46.927;4.76
21197;47.549;4.61
21198;47.518;4.203
21199;47.547;4.202
21200;47.262;4.961
21201;47.755;4.496
21202;47.916;4.739
21203;47.447;4.187
21204;47.592;4.392
21205;47.449;4.293
21207;47.646;5.008
21208;47.534;4.953
21209;47.33;5.15
21210;47.253;4.593
21211;47.57;5.141
21212;47.607;4.31
21214;47.182;4.681
21215;47.371;5.318
21216;47.147;4.569
21217;47.204;4.911
21218;47.461;4.929
21219;47.171;4.894
21220;47.638;5.084
21221;47.042;4.648
21222;47.164;4.585
21223;47.361;4.969
21224;47.439;4.559
21225;47.48;5.352
21226;47.547;4.567
21227;47.394;4.932
21228;47.175;4.788
21229;47.175;4.367
21230;47.522;5.06
21231;47.323;5.038
21232;47.4;4.232
21233;47.334;5.378
21234;47.344;4.696
21235;47.637;4.693
21236;46.929;4.78
21237;47.607;4.835
21238;47.281;4.68
21239;47.12;5.287
21240;47.547;5.16
21241;47.108;4.835
21242;47.178;5.2
21243;47.084;4.623
21244;47.301;4.5
21245;47.452;5.05
21246;47.174;5.037
21247;47.503;4.171
21248;47.589;4.467
21249;47.091;5.198
21250;47.758;4.794
21251;47.206;4.522
21252;47.701;4.44
21253;47.629;4.767
21254;47.183;4.876
21255;47.411;4.95
21256;47.324;5.322
21257;47.598;4.582
21258;47.889;4.52
21259;47.618;4.404
21260;47.584;4.211
21261;47.262;5.15
21262;47.827;4.867
21263;47.245;5.054
21264;47.18;4.508
21265;47.248;4.966
21266;47.434;5.135
21267;47.16;4.982
21268;47.131;5.394
21269;47.23;5.441
21270;47.278;4.918
21271;47.509;4.519
21272;47.441;4.337
21273;47.3;4.864
21274;47.125;4.552
21275;47.617;5.142
21276;47.649;4.535
21277;47.533;5.364
21278;47.348;5.025
21279;47.784;4.359
21280;47.346;4.372
21281;47.503;5.362
21282;47.471;4.207
21283;47.65;4.938
21284;47.459;4.88
21285;47.048;5.264
21286;47.521;4.891
21287;47.61;4.439
21288;47.529;4.648
21289;47.129;4.816
21290;47.477;5.14
21291;47.524;4.284
21292;47.241;5.221
21293;47.238;4.812
21294;47.102;5.023
21295;47.22;4.983
21296;47.99;4.751
21297;47.178;4.998
21298;47.322;4.486
21299;47.518;4.586
21300;47.261;4.783
21301;47.04;5.107
21302;47.957;4.484
21303;47.878;4.906
21304;47.674;5.024
21305;48.0;4.577
21306;47.269;4.712
21307;47.552;4.495
21308;47.559;4.406
21309;47.876;4.366
21310;47.319;4.6
21311;47.009;5.237
21312;47.852;4.938
21313;47.829;4.928
21314;47.488;4.571
21315;47.376;4.981
21316;47.336;5.465
21317;47.526;5.102
21319;47.166;5.12
21320;47.281;5.196
21321;47.463;4.594
21322;46.984;5.173
21323;47.384;5.421
21324;47.532;4.255
21325;47.158;4.438
21326;47.625;4.604
21327;47.039;4.591
21328;47.361;4.272
21329;47.49;4.401
21330;47.258;5.248
21331;47.159;5.379
21332;46.996;5.088
21333;47.038;5.142
21334;47.075;4.556
21335;47.36;4.235
21336;47.826;4.368
21337;47.273;5.37
21338;47.52;4.837
21339;47.344;4.866
21340;46.999;5.204
21341;47.542;4.378
21342;47.106;5.346
21343;47.897;4.424
21344;47.053;5.142
21345;47.556;4.846
21346;47.814;4.819
21347;46.994;4.872
21348;47.487;5.373
21349;47.22;4.289
21350;47.902;4.888
21351;47.262;5.296
21352;47.222;5.25
21353;47.198;5.146
21354;47.16;4.551
21355;47.286;5.053
21356;47.078;5.276
21357;47.889;4.764
21358;47.622;4.5
21359;47.852;4.863
21360;47.083;4.683
21361;47.488;5.218
21362;47.226;4.578
21363;47.11;4.433
21364;47.679;4.587
21365;47.48;4.43
21366;47.112;5.169
21367;47.249;5.347
21368;47.094;4.874
21369;47.381;5.248
21370;47.274;5.173
21371;47.146;5.329
21372;47.845;4.676
21373;47.321;4.794
21374;47.084;4.505
21375;47.12;4.333
21376;47.345;5.341
21377;47.349;4.616
21378;47.861;4.405
21379;47.145;4.372
21380;47.391;4.384
21381;47.405;4.496
21382;47.249;4.402
21383;47.512;5.129
21384;47.122;4.862
21385;47.594;5.082
21386;47.455;4.453
21387;47.008;4.958
21388;47.216;5.178
21389;47.64;4.382
21390;47.279;4.984
21391;47.44;5.096
21392;47.307;4.546
21393;47.902;4.599
21394;47.516;4.406
21395;47.396;4.59
21396;47.71;4.704
21397;47.061;4.731
21398;47.331;5.42
21399;47.206;4.552
21400;47.594;4.943
21401;47.034;4.72
21402;47.779;4.902
21403;47.134;4.151
21404;47.56;4.46
21405;46.954;4.848
21406;47.312;4.744
21407;47.162;4.87
21408;47.419;5.001
21409;47.141;4.878
21410;47.692;4.702
21411;46.982;4.943
21412;46.97;4.772
21413;47.514;4.318
21414;47.152;4.495
21415;47.663;4.872
21416;47.402;5.322
21417;47.311;4.375
21418;47.682;4.808
21419;47.947;4.381
21420;47.011;4.58
21421;47.539;4.922
21422;47.336;4.207
21423;46.985;4.854
21424;47.022;5.251
21425;47.658;4.35
21426;47.461;4.158
21427;47.061;4.667
21428;47.0;4.761
21429;47.584;4.339
21430;47.42;4.262
21431;47.44;4.374
21432;47.954;4.756
21433;47.569;5.45
21434;47.331;4.268
21435;47.895;4.56
21436;47.028;5.059
21437;47.355;5.375
21438;47.73;4.794
21439;47.273;4.658
21440;47.152;5.244
21441;47.286;4.411
21442;47.2;4.962
21444;47.921;4.629
21445;47.317;4.327
21446;47.562;4.226
21447;47.165;4.523
21448;47.521;4.445
21449;47.381;4.359
21450;47.035;4.76
21451;47.778;4.427
21452;47.276;5.104
21454;47.866;4.294
21455;47.773;4.599
21456;47.604;4.37
21457;47.347;4.41
21458;47.188;5.085
21459;47.439;5.299
21460;47.939;4.47
21461;46.959;4.619
21462;47.407;5.07
21463;47.363;4.434
21464;47.146;4.939
21465;47.931;4.565
21466;47.583;4.725
21467;47.417;5.362
21468;47.61;5.435
21469;47.364;5.152
21470;47.713;4.632
21471;47.609;4.702
21472;47.561;5.217
21473;47.261;5.078
21474;47.058;5.169
21475;47.05;5.212
21476;47.149;4.625
21477;47.374;4.803
21478;47.377;4.852
21479;47.512;4.789
21480;47.08;4.849
21481;47.258;5.02
21482;47.305;5.464
21483;47.456;5.158
21484;47.737;4.375
21485;47.339;4.95
21487;47.198;5.264
21488;47.869;4.456
21489;47.577;4.794
21490;47.57;4.664
21491;47.578;4.982
21492;47.014;4.795
21493;47.236;5.385
21494;47.49;4.752
21495;47.179;5.325
21496;47.302;5.412
21497;47.469;4.358
21498;47.422;4.525
21499;47.917;4.497
21500;47.503;4.461
21501;47.263;4.556
21502;47.011;5.122
21503;47.54;5.452
21504;47.31;4.775
21505;47.402;4.317
21506;47.105;4.943
21508;47.375;4.906
21510;47.88;4.643
21511;47.727;4.467
21512;46.947;4.759
21514;47.656;4.659
21515;47.32;5.116
21516;47.617;4.271
21517;47.107;4.972
21518;47.618;4.24
21519;47.78;4.863
21520;47.29;4.729
21521;47.307;5.231
21522;47.411;5.408
21523;47.188;4.897
21524;47.988;4.681
21525;47.382;4.172
21526;47.741;4.706
21527;46.958;4.676
21528;47.471;4.529
21529;47.417;4.341
21530;47.67;4.257
21531;47.418;4.112
21532;47.239;5.138
21533;47.206;4.59
21534;47.022;4.923
21535;47.368;5.085
21536;47.584;5.321
21537;47.366;4.581
21538;47.396;4.093
21539;47.321;4.644
21540;47.336;5.093
21541;46.95;4.711
21542;47.16;5.024
21543;47.701;4.842
21544;47.427;4.462
21545;47.861;4.528
21546;47.317;4.173
21547;47.467;4.392
21548;47.372;4.124
21549;47.756;4.663
21550;47.598;4.281
21552;47.389;4.688
21553;47.211;4.764
21554;47.102;5.266
21555;47.396;5.142
21556;47.317;5.355
21557;47.7;4.6
21558;46.974;4.892
21559;47.289;4.804
21560;47.237;4.229
21561;47.415;4.812
21562;47.579;5.398
21563;47.346;4.655
21564;47.129;5.085
21565;47.203;5.013
21566;47.057;4.529
21567;47.113;4.504
21568;47.651;4.301
21569;47.012;4.703
21570;47.188;4.622
21571;47.358;5.406
21572;47.116;5.377
21573;47.441;4.782
21574;47.517;5.433
21575;47.091;5.318
21576;47.378;4.466
21577;47.109;5.25
21578;47.232;4.749
21579;47.605;4.901
21580;47.455;4.676
21581;47.09;5.366
21582;46.917;4.693
21583;47.007;4.634
21584;47.284;4.232
21585;47.211;5.094
21586;47.226;5.05
21587;47.55;5.022
21588;47.064;4.61
21589;47.462;4.982
21590;47.081;4.803
21591;47.434;5.042
21592;47.332;4.754
21593;47.122;4.278
21594;47.736;4.4
21595;47.378;5.276
21596;47.181;5.058
21597;47.161;4.893
21598;47.577;4.439
21599;47.595;5.2
21600;47.268;4.626
21601;47.216;4.851
21602;47.713;4.572
21603;47.491;4.341
21604;47.583;4.267
21605;47.292;5.104
21606;47.063;4.912
21607;47.007;5.152
21608;47.434;4.131
21609;47.21;5.299
21610;47.25;5.462
21611;47.31;4.703
21612;47.488;4.421
21613;47.327;4.534
21614;47.446;5.187
21615;47.215;4.372
21616;46.966;4.817
21617;47.339;4.998
21618;47.366;5.461
21619;47.414;5.277
21620;47.519;4.98
21622;47.207;5.224
21623;47.196;5.205
21624;47.29;5.299
21625;47.2;4.833
21626;47.728;4.842
21627;47.496;4.62
21628;47.941;4.682
21629;47.261;4.332
21630;47.25;4.521
21631;47.088;4.587
21632;47.215;5.138
21633;47.33;4.45
21634;47.149;4.693
21635;47.436;4.227
21636;47.028;4.527
21637;47.013;5.289
21638;47.519;5.179
21639;47.189;5.351
21640;47.497;4.236
21641;47.659;4.437
21642;47.502;4.128
21643;47.192;5.288
21644;47.348;5.315
21645;47.153;5.271
21646;47.391;4.763
21647;46.972;5.146
21648;47.409;4.719
21649;47.344;4.575
21650;47.264;4.846
21651;47.427;4.909
21652;47.223;4.621
21653;47.916;4.571
21655;47.842;4.726
21656;47.235;5.191
21657;47.355;5.126
21659;47.475;4.823
21660;47.127;4.597
21661;47.319;4.91
21662;47.402;4.465
21663;47.538;4.44
21664;47.742;4.335
21665;47.653;5.15
21666;47.491;4.963
21667;47.536;5.238
21669;47.368;4.688
21670;47.438;4.674
21671;47.925;4.327
21672;47.376;4.529
21673;47.182;4.717
21674;47.939;4.812
21675;47.166;4.324
21676;47.471;4.263
21677;47.109;4.636
21678;47.367;4.318
21679;47.314;4.673
21680;47.268;5.452
21681;47.472;4.136
21682;47.436;5.24
21683;47.058;4.456
21684;47.026;4.887
21685;47.687;4.52
